,標題,分類,內文
3203,[新聞] 快訊／青鳥集結欲闖立院！高喊「停止開會,Gossiping,"1.媒體來源:
TVBS

2.記者署名:
 林恩如 林茜妤

3.完整新聞標題:
快訊／青鳥集結欲闖立院！高喊「停止開會｣拆圍欄　民眾昏倒送救護車

4.完整新聞內文:
立法院會今（20）日預計處理《選罷法》、《憲訴法》及《財劃法》等修正草案，民進黨
立委昨夜破壞議場窗戶後闖入，在議場各出入口設下重重阻礙，意圖阻擋藍委進入議場，
藍綠再爆衝突。而今日上午9點30分起，青鳥們也包圍立法院外進行守護行動，到今天10
點40分，國民黨搶回主席台，場外青鳥非常激動，高喊「停止開會」，並試圖闖圍欄進入
院區，更有民眾昏倒被送上救護車，場面混亂。

立法院程序委員會17日經表決，通過國民黨立法院黨團所提議的20日立法院院會議程草案
，將報告事項全數暫緩列案，並將攸關加嚴罷免連署的《選罷法》修正草案、攸關大法官
裁判門檻提高的《憲法訴訟法》修正草案，以及攸關全國稅收分配的《財劃法》部分修正
草案等案，列為討論事項前四案。

上午9點多，國民黨展開三路突圍，立委陳玉珍、徐巧芯等人分別配戴頭盔、手套展開多
路突圍行動，現場爆發多起推擠衝突。其中一波衝突，藍委廖先翔飛撲上主席台後，與民
進黨立委林淑芬發生扭打，並以剪刀腳鎖住對方頸部；另一頭，藍委葉元之遭綠委賴惠員
壓制在桌上，雙方更互相潑水，多名立委全身濕透。衝突持續至10點40左右，由陳玉珍擔
任主力，將綠委一個個從主席台移開，國民黨成功搶回主席台。

民進黨團為力阻法案通過，昨（19）日晚間破壞議場窗戶進入議場集結，今日一早再與國
民黨立委爆發多起肢體衝突，場面十分混亂。而立法院外，由台灣公民陣線、經濟民主連
合等民團號召「青鳥們」展開抗議行動，並高喊「退回三大惡法」、「回復國會民主」、
「傅崐萁下台」、「國民黨下台！」、「停止開會！」等口號抗議。

今天10點40分，國民黨搶回主席台，場外青鳥非常激動，更有民眾昏倒送救護車，場面混
亂。隨後，民進黨立委王世堅、許智傑等人，也紛紛到門口與民眾對話，民眾高喊「停止
開會」，並試圖闖圍欄進入院區，警方不斷增加人力到立法院側門，強力制伏下才擋下民
眾闖入。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.tvbs.com.tw/politics/2724348

6.備註:

有沒有S

S了沒

這群青瞑鳥  真的可憐~


"
3204,[問卦] 有資產又願意結婚的人是因為很愛吧,Gossiping,"
是不是很多人以為

結婚是因為相愛

沒有意識到

其實是法律關係跟財產的重新定義

有資產又願意結婚的人

都是因為愛情嗎？

"
3205,Re: [問卦] 民主要亡了，滅火器怎麼沉默?,Gossiping,"※ 引述《BMTH5566 (苗栗耀揚)》之銘言：
: 高雄天團滅火器
: 昨天新聞都號召要島嶼再次天光了
: 結果社群都好沉默
: 民主要死了欸
: 是怎麼了?
: 有八卦嗎?
2014服貿黑箱民主死了
2016民進黨執政民主復活
2018地方選舉民進黨大敗韓國瑜當選高雄市長民主又死了
2020罷韓成功民主又復活了
2022地方選舉民進黨大敗民主又死了
2024賴清德執政民主又復活了
2024/6月國會擴權法案通過民主又死了
2024/10月憲判9號國會擴權法案違憲民主又復活了
2024/12月選罷法、財劃法、憲訴法修法民主又死了
看來我們的民主可以不斷死了又生 生了又死欸
"
3206,Re: [問卦] 憾！三讀了之後要？！,Gossiping,"之後就

党叫他們養的犬法官出來

說違憲

太上立法院不同意

回去吃屎吧

五權有五權都是党掌握

爽

"
3207,[問卦] 這次出線拿9萬的人會是誰？,Gossiping,"島嶼上一次天光
只有九萬脫穎而出
擊敗同學踩著同志身體上位
這一次島嶼再天光
會是哪一位獲得清賴
各位有頭緒嗎？
"
3208,[問卦] 夏普真的被鴻海搞爛了嗎？,Gossiping,"
如題
我看日本新聞沒寫
倒是一堆車媒寫因為鴻海把夏普搞廢的壞名聲
所以日本政府不讓鴻海買日產
要求本田吞下來

想問一下 夏普被鴻海搞爛在哪啊
我蠻想知道的？
"
3209,[問卦] 公家機關的修繕是最有利標嗎,Gossiping,"汝題
修繕舉凡重新粉刷、軟硬體設施維護更新、損壞維修更換等
這類修繕是機關內會有負責的單位嗎
還是會公開招標讓外部承包商來做ㄋ
https://i.imgur.com/iL3dgV9.jpeg
我覺得我今天的心情就像這兩位的無奈
我的稅金又被大筆大筆的浪費了...

"
3210,Re: [新聞] 柯建銘：未來1個月是國家存亡關鍵時刻 籲,Gossiping,"※ 引述《zzyyxx77 (討噓大師77)》之銘言：
: 柯建銘：未來1個月是國家存亡關鍵時刻 籲人民自救
: （中央社記者陳俊華台北20日電）立法院會20日預計處理選罷法等案。民進黨團總召柯建
: 銘19日說，未來1個月是國家存亡關鍵時刻，選罷法通過就是沒有罷免，藍白與中國唱和
: 下，未來3年可恣意妄為提出毀憲亂台的各種法案。
: 立法院會20日預計處理選罷法、憲法訴訟法及財劃法修正草案等案，民進黨團為力阻法案
: 通過，多名立委昨天晚間9時許破壞議場玻璃，進入議場集結，並占據主席台。
: 民進黨立法院黨團總召柯建銘19日深夜在臉書發文表示，未來1個月是國家存亡關鍵時刻
: ，明天立法院會國民黨排前3案是選罷法、憲法訴訟法、財劃法，在立法院長韓國瑜配合
: 下，可能不做任何發言，用極短時間強行通過3法。
: 柯建銘說，民進黨團不得不在19日晚間9時以迅不掩耳，破窗進入議場，先行占領主席台
: ，讓在議場前門的國民黨團不及反應、白排3天。
: 柯建銘指出，未來一個月，也就是12月20日到1月21日立法院休會前，是守護民主守護台
: 灣最關鍵時刻，選罷法通過就是沒有罷免，藍白與中國唱和下未來3年可恣意妄為提出毀
: 憲亂台的各種法案，徹底破壞台灣憲政體制，「台灣人民你不自救嗎？大家站出來吧」。
: 柯建銘說，憲法訴訟法修法也徹底破壞憲政體制，讓大法官無法釋憲，以後藍白恣意訂定
: 任何違憲法案，皆為合憲性，「有如一把利刃，插在憲法心臟」；財劃法是破壞財政紀律
: ，從中央搶新台幣6612億元給地方，中央缺錢無法執政，所有社福、長照等無法做，台灣
: 人民會接受嗎。
: 民進黨則透過新聞稿表示，國民黨與民眾黨挾多數主導優勢，無視民進黨「民生優先」訴
: 求，屢將無限制擴張自身政黨與立委權力作為政治上最高目標，無視民意、無視法治，肆
: 意破壞台灣人民經過數十年民主運動，流血流汗所建立、爭取的憲政體制以及公民權利。
: 民進黨指出，國民黨以「1分鐘」霸凌委員會審查，史無前例封鎖立法院手段，排除他黨
: 委員開會，遂行「一黨修法」的違法會議。國民黨反民主的行徑，已逾越議事攻防底線，
: 構成對台灣民主制度的明顯重大危害。
: 民進黨說，一旦國民黨在20日立法院會強行通過選罷法、憲法訴訟法修法，台灣民主自我
: 制衡、自我修復的機制將蕩然無存，將對台灣公民社會與民主體制造成重大且不可逆的傷
: 害。民進黨別無選擇，在台灣民主受到侵害、破壞的時刻，必須站出來採取行動。
: 民進黨表示，對於國民黨反民主的惡行，給予以最強烈譴責，呼籲公民社會一同關注立法
: 院失衡暴衝的現況，支持民進黨團的行動；相信理性公民的力量，終將戰勝恣意毀憲亂政
: 的無良政客。（編輯：林克倫）1131220
: https://www.cna.com.tw/news/aipl/202412200006.aspx

▎－中華民國滅亡  1950年3月13日
▎「我今天特別提醒大家，我們的中華民國到去年年終，就隨大陸淪陷，而幾乎滅亡了！」－蔣介石

▎－中華民國滅亡  1952年2月2日
       「我們中國現在已經到家亡國破的時候了」－蔣介石

▎－中華民國滅亡  1994年
       「陳水扁當選市長，中華民國就滅亡」－趙少康

▎－中華民國滅亡  2000年
       「陳水扁當選總統，中華民國就滅亡」－宋楚瑜

▎－中華民國滅亡  2004年
       「陳水扁連任總統，中華民國就滅亡」－連戰、宋楚瑜

▎－中華民國滅亡  2014年2月22日
         「台中輸 中華民國沒了」－胡志強

▎－中華民國滅亡  2014年11月15日
          「連勝文敗選 中華民國會亡國」－郝柏村


 ▎－中華民國滅亡  2015年10月18日
           「綠若完全執政 中華民國恐滅亡」－朱立倫

▎－中華民國滅亡  2024年12月20日
           「未來1個月是國家存亡關鍵時刻」－柯建銘

~~~

只能說

民進黨已經開始跟2016年以前的國民黨同聲調了

無論你是因為什麼理由討厭國民黨

不用擔心

民進黨已經準備好要再演一遍給人民看了









"
3211,[問卦] threads是不是現代版ptt,Gossiping,"
threads演算法很特別

你是無名小卒的廢文也有機會得到幾千讚

越極端偏激的人在threads越吃香

性質跟ptt太像了

而且如果看的類型很單一

threads也會一直推薦同類型的文章

難怪ptt人越來越少….
"
3212,[新聞] 柯建銘批韓國瑜是癱瘓台灣惡人 曝怕流血,Gossiping,"UDN

柯建銘批韓國瑜是癱瘓台灣惡人 曝怕流血才攔青鳥衝立院

2024-12-20 14:09 聯合報／ 記者林縉明／台北即時報導

立法院會今天排審選罷法、財政收支劃分法、憲法訴訟法等修正案，民進黨立院黨團總召
柯建銘批評，國民黨、民眾黨跟中國唱和，意圖修法摧毀台灣民主、台灣價值，讓民進黨
無法執政，立法院長韓國瑜、國民黨總召傅崐萁、民眾黨團總召黃國昌是癱瘓台灣的三大
惡人。


柯建銘指出，藍白用廉價方式催毀台灣民主價值，這是最大的威脅，也是非常嚴肅的問題
，一旦選罷法、財劃法、憲訴法修法通過後，藍白未來做什麼事情就毫無忌諱，任何毀憲
亂政的法案都會合憲，未來3年台灣處於高度不安，摧毀民主，也讓民進黨無法執政。


柯建銘表示，財劃法一旦修法會導致所有社會福利沒辦法做，產生民生問題，藍白接受中
共旨意，罪魁禍首就是韓國瑜，可以這樣主持院會嗎？毀憲亂政法案傅崐萁負責執行，黃
國昌負責說謊，韓國瑜、傅崐萁、黃國昌是癱瘓台灣三大惡人。


柯建銘說，國民黨很多委員對於修法內容不了解，只是跟著中共旨意照著做，希望選民都
能去質問藍白委員，到底選舉目的是什麼？難道從政是要毀掉台灣嗎？民議是最強的後盾
，希望民意能夠起來，才能救台灣。


傳出民進黨團原本規劃放青鳥衝入立法院占領議場，最終臨時喊卡。柯建銘證實，本來就
是希望大家可以衝進去占領議場，讓所有議事都不能做，只要撐過一個月，國民黨惡行就
不能遂行，後來擔心發生流血事件，不得不阻攔。
https://udn.com/news/story/123528/8438644

備註:這是執政黨?還以為是在野黨發言XD

"
3213,[問卦] 被詐騙的親戚來問法律問題 要理他嗎,Gossiping,"哥我今年高中律師
才放榜不到一個禮拜
就有親戚來問被詐騙的法律問題
要理他嗎
平常沒在往來
第一次就要免費法律諮詢

"
3214,[新聞] 南半球女王超寵粉！ 粉絲看完美臀、美腿,Gossiping,"南半球女王超寵粉！ 粉絲看完美臀、美腿還想要...她秀F級雪乳

https://img.ltn.com.tw/Upload/ent/page/800/2024/12/19/phpM2kXqp.jpg
網紅直播主「DenKa」周荀。（翻攝自IG）

胡御柔／核稿編輯

〔娛樂頻道／綜合報導〕網紅兼直播主「DenKa」周荀擁有火辣身材及甜美臉蛋，配上傲人
F級巨乳，讓她擄獲不少粉絲，過去還因「掀衣照」被封為「南半球女王」。超級寵粉的她
近日收到粉絲私訊，想看「招牌照」，她二話不說拍照送出，瞬間被網友讚爆。

周荀日前於社群曬出網友私訊截圖，有粉絲要求，「殿下，我有個小小的要求，這幾天看
妳PO的都是美臀美腿。請問殿下，這幾天可以PO美奶嗎？哈哈哈」。對此，她立刻回應該
粉絲，「是不是懷念奶了」，更大方發出一張疑似COS手遊《勝利女神：妮姬》角色的俯視
角照片，秀出「南半球」。

周荀收到粉絲私訊。（翻攝自IG）

照片曝光後，立刻吸引大票粉絲朝聖，紛紛留言大讚，「最寵粉那種！讚」、「我就問，
有哪位女神像殿下一樣會回私訊還滿足粉絲的啦！」、「以示尊敬我躺著看這張照片」。

https://img.ltn.com.tw/Upload/ent/page/800/2024/12/19/phpo5FgbF.jpg
周荀超寵粉大方秀「南半球」。（翻攝自IG）

https://ent.ltn.com.tw/news/breakingnews/4898171

ltn

"
3215,Re: [新聞] 多次摻老鼠藥毒害澳洲男 女子遭求處8年以上徒刑,Gossiping,"※ 引述《falomu (瞂雒毣)》之銘言：
: 多次摻老鼠藥毒害澳洲男 女子遭求處8年以上徒刑
: 2024/12/20 12:24（12/20 12:34 更新）
: 檢警調查，楊女於去年1月間因配偶突發惡疾死亡，為尋求感情慰藉，多方參與社交活動
: ，同年1月17日，透過臉書語言交換學習社團，結識時年23歲，在北部某大學就讀中文學
: 程的澳洲籍留學生蕭里（Alex Shorey），2人雖未交往成為正式情侶，但頻繁碰面，楊女
: 對蕭里頗有好感。

中央社另一篇報導有提到
楊女之前配偶的家人也來台找人
風傳媒這篇寫得比較仔細
看來因被毒殺死亡的機率很高

https://www.storm.mg/lifestyle/5295795

另外，1名英籍男子今年1月抵台尋找失聯多時的哥哥，警方得知這名英籍男子的哥哥與台
籍楊姓妻子幾年前抵台居住後，就與家人長期失聯，這名英籍男子擔心哥哥遭遇不測，特
地赴台尋親，沒想到得知哥哥去年1月送醫急救，出現休克、血尿、凝血功能異常等症狀
，和肖雷當時中毒狀況頗為相似，最終不治死亡。

而這位英國男子告訴警方，台灣大嫂的羅馬拼音名字簡寫為「YJP」，經過警方調查，這
位台灣大嫂竟就是涉及蕭里案的楊女。北檢今年8月間曾傳喚楊女說明，訊後請回，將另
案偵辦。


"
3216,Re: [問卦] 現在在青島東的人都是什麼樣的人？,Gossiping,"

我認識的一些藝文創作 小眾音樂工作者

還有咖啡店的老闆

很多都支持這次的活動

也有幾個人過去現場參與


這些人都比那些只會賺紅錢的大牌藝人還要好


為了保證國家安全不受中國侵犯


"
3217,Re: [問卦] 幹勒立院這麼亂到底誰害的啊,Gossiping,"沒有人從臺灣四百年來實際上是個移民社會
聚集了很多種族的角度來說明這件事。

從大法官連袂推翻國會通過的法案、
做出違反民意的廢死解釋、關押在野黨主席
大家看到了一個又一個讓人訝異的事件在
台灣新聞發生。

但是"
3218,[問卦] 土城裕德小學怎麼那麼貴？,Gossiping,"
土城那邊有一個裕德小學

一學期學費我看十幾萬怎麼那麼誇張

如果你是復興小學或者立人康橋薇閣就算了

在土城耶土城那邊不就是除了監獄外什麼都沒有的地方嗎？

怎麼有能力撐起這麼貴族的小學？

"
3219,Re: [問卦] 外面那群傻鳥真的知道自己在抗議什麼法,Gossiping,"※ 引述《FreedomSD (2014逮丸好人好事代表)》之銘言：
: 罷免要實名制->符合民主程序->沒毛病
: 財政收支劃分法->地方錢更多可以回饋鄉里->沒毛病
: 憲法訴訟法->憲法判決要經過多數決同意才通過->沒毛病
: 只有戒嚴仔才會覺得以上提案有問題吧
: 外面那群傻鳥真的知道自己在抗議什麼法案嗎zZ

因為黨要他們過去啊
訴求內容根本不重要，一律交給黨中央發言
他們只是把那邊當成一個求職暨聯誼現場而已
賣力的演出，被媒體注意到
就有機會被黨重用，和得到更多的免費打炮機會


"
3220,[問卦]公司都有暖氣嗎,Gossiping,"之前忘記看到一個版就有人抱怨說15度一下是不是應該放假了
我想也是尤其是我公司沒有暖氣
這幾天超冷的

"
3221,[問卦] Threads是不是取代PTT了,Gossiping,"
看八卦常常看到在討論Threads
似乎最新消息或事物都從那邊傳出來

PTT是不是已經過氣
Threads算是FB跟IG的一部分
滑FB也看的到Threads
我剛剛滑FB看到Threads一篇文
我就點進去罵

是不是大家都改用Threads了
有沒有卦


"
