,標題,分類,內文
2580,[情報] 試用表情貼,Lifeismoney,"

[免費試用！白爛貓☆動態表情貼☆第9彈]
https://line.me/S/emoji/?id=66725b904d4e397dd1d84ca3&lang=zh-Hant&utm_source=gns
h_sticonDetail


之後會不會收費不清楚。


"
2581,[情報] 全家APP PM7:11 霜淇淋買2送2,Lifeismoney,"情報來源：美人圈
https://www.beauty321.com/post/62715

全家APP
優惠期間：7/10晚上7:11起

優惠內容：霜淇淋優惠買2送2
(會員限購2組，兌換期限至113/8/6)
FamiCollection氣泡水、天然水 (610ML)、檸檬芭樂雪酪冰棒、牧場直送4.0牛奶雪糕4款商
品買一送一優惠
(會員限購1組，兌換期限至113/9/30)
茶葉蛋11入102元71折優惠
(會員限購2組，兌換期限至113/9/30)


"
2582,[情報] NB 最新IU著用款銀黑1906R,Lifeismoney,"https://i.imgur.com/PBpPRUD.jpeg
這雙IU著用款才剛出y購就特價了
$3744 領券再折50
https://reurl.cc/NQvOq5

50折價券>https://reurl.cc/9ve0RX

其他平台大部分都還是賣$4680
另外1906R我覺得買大半號會比較好穿

"
2583,[情報] 全聯七元茶葉蛋,Lifeismoney,"
不確定是全部全聯都有還是只有我公司這邊的全聯才有
一顆茶葉蛋只要七元應該是史上最便宜了吧
雖然尺寸只有7-11全家的2/3但滷的還算入味
給各位參考囉
三重全聯湯城店
http://i.imgur.com/3VORfP4.jpg



"
2584,[情報] 全家店舖 莫凡彼小盒裝冰淇淋19元,Lifeismoney,"稍早看到10號開始的這波冰淇淋優惠，莫凡彼56g小盒裝，原價105元，現在單件特價19元。

附近店家已經沒什麼存貨了，有需要可以抽空去看看，祝大家吃得愉快XD

https://i.imgur.com/fhB6TeS.jpeg

"
2585,[情報] 環球線上 Aarke氣泡水機 折439圓,Lifeismoney,"連結：https://reurl.cc/qVEaZn

想要買Aarke瑞典牌子
氣泡水機一陣子了
最近很熱很想喝，終於給他買下去

這台外觀設計的很漂亮
用拉霸打氣不用插電
而且跟市占率最高的Sodastream 是一樣的氣瓶
所以要換很方便

https://i.imgur.com/6SwPp0L.jpeg

看線上蠻多通路已經缺色或缺貨
（可能因為產品不是今年出的？！)


上網查了價格落在8990-9990之間
環球線上價格8440含氣瓶是我看到最便宜的
搭配家電96折優惠、新戶100圓優惠
結帳金額8031
（總共折扣439圓）
https://i.imgur.com/jxtcaRF.jpeg

跟大家分享一下～


"
2586,[情報] yahoo購物中心100塊 短效期,Lifeismoney,"https://i.imgur.com/KoPidKN.png

https://i.imgur.com/d2BWsaK.png


不能買即享券 不知道要買什麼？

"
2587,"[情報] Amazon JP 購物滿12,000日圓送台免運",Lifeismoney,"
今天逛時看到的
官網首頁寫限定商品適用，沒有明確說截止日期與免運次數

剛才買了一支鐵三角藍芽跟兒子要的SD鋼彈書籍都可以用
應該適用範圍不是很嚴格 (推測平常能送台灣的商品都可以)

用日圓刷卡結帳，匯率0.202
若要直接刷新台幣，匯率0.205

覺得很划算
尤其買一些日幣當台幣賣的小家電或原文書 那簡直賺爛
推薦給大家

"
2588,[情報] 天下雜誌✕白沙屯媽祖廟祈願金1元領取,Lifeismoney,"非葉配，剛剛發現天下雜誌活動，聯名白沙屯媽祖實體祈願金1元可領取

天下祈願金內含：

1.天下雜誌✕白沙屯媽祖廟聯名，過香爐實體祈願金1元

2.知識加值禮：天下數位全閱讀1個月 、天下學習金800元、 天下網書折價券

3.文化加值禮：國家兩廳院、台北表演藝術中心、臺中國家歌劇院、衛武營展演優惠

領取連結：
https://mkt.cw.com.tw/2024cw-43th-anniversary/?utm_source=onsite&utm_medium=btb&utm_content=btb&utm_campaign=btb

短網址：https://reurl.cc/0v3Qr9

我剛剛申請時的付款方式是走綠界刷卡1元，實測簽帳卡可刷過～

有需要可參考看看唷~

"
2589,[情報] 75秒內深蹲20下 Line Points 20 點,Lifeismoney,"https://imgur.com/y5tRid5.jpg
https://imgur.com/SBLAbeY.jpg
https://imgur.com/zsxKCDm.jpg

台師大團隊與跨單位合作，在北捷中正紀念堂站的5號出口設置「運動活力機」，民眾在
75秒內深蹲20下，就可獲得20元獎勵的LINE POINTS點數回饋。

運動活力機系統自早上8時至晚上8時的使用期間，都會有專人指導民眾，提供諮詢服務，
民眾每天限用1次，如未在75秒內成功完成20下，可重複使用1次，每天可領取1次LINE
POINTS獎勵，活動持續到9月底，若營運成效良好，達累積1萬人次使用目標，將考慮第2
期延續計畫。


節錄新聞: 2024/07/08 中央社
台師大推運動活力機 通勤族深蹲20下可領點數回饋
https://www.cna.com.tw/news/ahel/202407080082.aspx

"
2590,[情報] 好市多雀巢純拿鐵折164元,Lifeismoney,"
如題
好市多雀巢二合一純拿鐵現折164元
原價649現在只要485
之前喝過覺得這款奶香味更濃 比較好喝
而且最近天氣熱直接冷水泡加冰塊就可 蠻方便的
每盒是80 入 平常有喝咖啡的人可以一次多買幾盒囤
https://i.imgur.com/froWl2O.jpeg

"
2591,[情報] 北日本 帆船巧克力即期品19元,Lifeismoney,"

北日本 帆船巧克力即期品19元
滿499領券可以再折50

https://reurl.cc/vaM88L

香草巧克力 $19 效期到8/31
草莓巧克力 %19 效期到8/31
牛奶巧克力 $55 沒特價
黑巧克力 $55 沒特價
比價資訊如下
https://imgur.com/a/E8mUP3T


"
2592,[情報] 星巴克連續五天買一送一(含星冰樂),Lifeismoney,"https://i.imgur.com/cAY0ryA.jpeg

foodomo星巴克好友分享
2024/07/03-2024/07/12
那堤 兩杯優惠價150元
摩卡可可碎片星冰樂 兩杯優惠價185元
焦糖瑪奇朵 兩杯優惠價170元
—"
2593,[情報] BRITA去水垢1壺16芯送7-11商品卡$200,Lifeismoney,"https://i.imgur.com/06QLYm3.jpeg
品牌日優惠1壺16芯特價$2718
送100超贈點+7-11商品卡200元+日本獅王牙刷4入
https://reurl.cc/4rxDlV
加上贈品這價格算不錯
不想要贈品有另一組1壺16芯$2599更便宜
https://reurl.cc/WxnYb5

晚上9點還有5折券
最高折1000可搶看看
https://reurl.cc/Gj1qa3

"
2594,"[情報] 家速配APP首購滿399折150,免運送到家",Lifeismoney,"即日起至2024/9/7
新客首購於家速配結帳
輸入折扣碼：快送拜平安
滿399元就可以折抵150元
每一位會員限用1次,
家速配最快1小時送到家唷!

https://imgur.com/a/7AmOHMb

"
2595,Re: [情報] Alpecin咖啡因洗髮$178/罐,Lifeismoney,"有補貨了耶，但是是6入的$1079
+line點數43點的話有比上次划算
https://24h.pchome.com.tw/prod/DDBXFA-1900GSZDP

上次買過只能先pass，分享給需要的朋友

※ 引述《milk0220 (milk220)》之銘言：
: 這價格很可以欸
: 幫家人補貨剛好看到
: Alpecin 咖啡因洗髮露 250ml 3入 $535
: 平均一罐178
: OK超取有送50購物金
: （還好家裡附近剛好有一家）
: 滿1500有送100P幣（但要6/1登記，不知道會不會很難搶）
: https://24h.pchome.com.tw/prod/DDBX8J-1900HFPNU
: https://i.imgur.com/VIVuN5c.jpeg
: "
2596,[新聞] 省電也省電費！台電「節電獎勵」發錢啦　,Lifeismoney,"省電也省電費！台電「節電獎勵」發錢啦　申請方法金額一次看

https://www.setn.com/News.aspx?NewsID=1496195

生活中心／林昀萱報導

才剛進入夏季，台灣已連日高溫38度，部分地區體感更是達到42度，連帶用電量也上升。
台電也特別祭出「節電獎勵」，登錄成功後，只要用電量比去年少，可以依照省下的電度
數獲得獎勵金。

節電是邁向淨零碳排關鍵，近日網傳只要登錄台電「節電獎勵」活動，每月可以領504元
，換算下來一年可以拿到6048元。對此，台電駁斥並非登錄就可以拿錢，而是得做到省電
，參加活動方法、獎勵金額一次看！

根據台電官網，只要在今年12月18日前報名登錄成功，自登錄日起的各期電費節電量可以
獲得獎勵金，國中小學用戶選用「校園空調自動需量反應」之月份不適用於此活動。每期
節電量計算公式為「( 去年同期電費平均每日用電度數 － 本期電費平均每日用電度數
) × 本期計費期間實際用電日數」。去年同期電費平均每日用電度數計畫方式為，「去
年同期電費總用電度數 ÷ 去年同期計費期間實際用電日數」。本期電費平均每日用電度
數計算方式為「本期電費總用電度數 ÷ 本期計費期間實際用電日數」。

參加活動登錄的電號，只要當期用電每節省一度就可以獲得0.6元獎勵金，每月抄表用戶
如每期（1個月）獎勵金低於42元者，按42元計算；隔月抄表用戶如每期（2個月）獎勵金
低於84元者，按84元計算。

登錄之電號如屬《電業法》第52條所稱，使用維生器材及必要生活輔具之身障家庭用戶，
每月抄表用戶若每期（1個月）獎勵金低於50元者，按50元計算；隔月抄表用戶若每期（2
個月）獎勵金低於100元者，按100元計算。節電獎勵金於當期電費中扣除，每期獎勵金以
用戶當期電費為上限。若出現下列情形，則當期電費無法獲得節電獎勵金：

當期或去年同期非屬住宅（含住宅公共設施）、國中小學及立案幼兒園用電者。
當期或去年同期用電度數不及底度者。
當期或去年同期曾辦理暫停全部用電、終止契約，以及廢止用電者。
當期或去年同期用電種別不同者。
過去1年內曾辦理分戶者（含分出戶及被分出戶）。
曾登錄但已暫停全部用電、終止契約之電號，如日後辦理復電，需重新登錄本活動，方可
獲得節電獎勵金。

◆報名登錄網址：https://reurl.cc/OMOKdr


"
2597,[情報] 7-11雲端開心卡 1000送100op,Lifeismoney,"https://i.imgur.com/pzLliK9.jpeg

一張1000元送100op

7/10起開放購買
七月起，適用全集團通路
週三速邁樂專用卡，買起來!

"
2598,[情報] 元素圖驣遊戲/VTuber/KOL服飾及周邊五折,Lifeismoney,"省錢LINE群流出的五折代碼
優惠折扣碼：20244G50

有蠻多種類的
GND系列應該會比較適合沒玩遊戲的朋友
https://reurl.cc/p3G78b

"
2599,[情報] Yahoo拍賣每週二 7-11免運日,Lifeismoney,"剛下單才知道7-11免運規則改了
原Yahoo拍賣每月2次的11.22號免運日已經沒了

7月改成每週二都有7-11免運
非週二是7-11運費半價29元
https://reurl.cc/LWEgKx

"
2600,Re: [情報] Salomon野跑鞋$2426,Lifeismoney,"我先講結論 ， 還是有蝦皮大節日的折扣水準

但這次的購物體驗很差

https://i.imgur.com/HZPyd4s.jpeg

上面那件是看很久的庫存

沒啥便宜到

下面那件大概就蝦皮大節日93折x93折

我是為了滿3000送300才買下面那件的

https://i.imgur.com/kBFjzVK.jpeg

https://i.imgur.com/3gSHhc5.jpeg

我明明就是一起買的

結果因為他們系統的問題開兩筆RM

然後說不符合資格

那當初活動就直接說單品滿3000送300就好了

說什麼單筆

氣到送的購物金100也不想用了


"
2601,Re: [情報] MOMO麥當勞豬肉滿福堡加蛋+薯餅58,Lifeismoney,"※ 引述《WolFDragoN (低調)》之銘言：
: 今天7/8 09:00 momo麥當勞 豬肉滿福堡加蛋 + 薯餅 (58元) 又開賣了啦
: 有需要的朋友，趕快去買喔，以下附上連結：
: https://imgur.com/uuVuURj
: https://momo.dm/zevzea

結果今天7/9又發現 momo偷開麥當勞 豬肉滿福堡加蛋 + 薯餅 = 58元，

要買的好友，趕快去搶購喔，晚了，就會沒有了。

"
2602,[情報] 摩斯薯條+紅茶75 7/1-8/31,Lifeismoney,"薯條XL+冰紅茶L 原價105 特價75
好像沒在哪裡看到
昨天麵包機壞了沒東西點店員給了一張
今天使用問店員說應該是無限制使用
當個點心吃應該還行

https://i.imgur.com/ylTGoJm.jpeg


"
2603,"Re: [情報] Amazon JP 購物滿12,000日圓送台免運",Lifeismoney,"其實現在Amazon.com 美元60也是免運費
門檻算起來比日本還低
有些台灣沒有的東西買起來就爽

"
2604,[情報] 免費樂己 UG 飲料    ,Lifeismoney,"
一樣入會送免費商品券
7/7新開幕 只有北部門市
https://liff.line.me/1645278921-kWRPP32q/?accountId=ugtea
https://i.imgur.com/acg8yNs.jpeg
https://i.imgur.com/I8AVVXL.jpeg

商品券可直接兌換
三窨十五茉研選純茶大杯
或三窨十五茉 UG奶茶中杯
"
2605,[情報] iRent App 輸入兌換碼「kkday好朋友」,Lifeismoney,"好康必領！新朋友/老朋友 KKday 專屬 iRent 抵用券（詳見注意事項）

新會員於 iRent App 輸入兌換碼「kkday新朋友」，可兌換 iRent 折抵券 汽車60分鐘1張+
機車前6分鐘2張 (數量 500)

iRent老朋友於 iRent App 輸入兌換碼「kkday好朋友」，可兌換 iRent 折抵券 汽車30分
鐘1張+機車前6分鐘1張 (數量 500)

https://m.kkday.com/zh-tw/promo/irent?cid=19317&ud1=PMax02&ud2=Brand


"
2606,[情報] 屈臣氏 靠得住 好眠褲2+2=69元（抑菌款,Lifeismoney,"今天去屈臣氏，
剛好看到加價購區有：
「靠得住 好眠褲（2+2入）69元的特惠！」

而且是粉紅一般款、粉綠抑菌款，
兩款都是4件入69元！

平均一件17.25元，有便宜到。

特別是粉綠款，
它比一般款貴，
我也是第一次遇到一件平均17.25元的價格！
（準備買到國外去了，北歐找不到啊！）

此檔到何時我沒問清楚

我是在師大路近捷運台電大樓站那間買的。

如果流量大，
每次好朋友來，
至少有一晚要用到的，
可以去買唷！

用這情報，答謝省錢版！（花錢版）

我也知道波小屈的文章，
推文一定會出現之前小屈的網路店事蹟。

所以擔心者請自己評估是否要買喔！

"
2607,[情報] 蝦皮麥當勞豬肉滿福堡加蛋+4塊雞塊$58,Lifeismoney,"豬肉滿福堡加蛋+4塊雞塊$58
https://reurl.cc/NQ7Mn5
豬肉滿福堡+中冰美式咖啡$55
https://reurl.cc/QRvqD0
雞塊*10+大薯+冰蜂蜜紅茶$179
https://reurl.cc/YEAaRo

漢堡王：
花生培根脆雞堡+小薯中可$89
https://reurl.cc/Wx2mYO
雙人海陸餐$129
https://reurl.cc/lQxWO6
雙層小華堡(原+辣)雙套餐$159
https://reurl.cc/Ej90yn

補一下其他有折扣的票券
西堤牛排4張，$670/張
https://reurl.cc/OMyN83
陶板屋4張，$670/張
https://reurl.cc/AjNrmj
夏慕尼2張，$1200/張
https://reurl.cc/r97qqk

"
2608,[情報] 曼秀雷敦水潤肌超保濕極效防禦防曬露3入,Lifeismoney,"曼秀雷敦
水潤肌超保濕極效防禦防曬露
（100g / 3入組) 889元
https://reurl.cc/WxnEpk

電商通路：MOMO.

「7/7當日限定」送：
70 MO幣（不用登記，不用搶名額）
護手霜50g(是中國製，香味隨機）
杜邦紙保溫袋

https://i.imgur.com/ZUpfjuI.jpeg

—

沒多久前波了曼秀雷敦白瓶特價情報後，
沒想到7/7馬上迎來金瓶特價！

若有在觀望的可考慮。
金瓶、白瓶都日本製，
但我不喜歡白瓶。（沒有為什麼。）

金瓶去年底有改包裝，
但裡面配方不知是否有變？

我去年8月下旬，
買到算最便宜的金瓶優惠，
就是3入879元了

https://i.imgur.com/xwH4w4v.jpeg

（有圖有真相，當時是舊包裝。）

但去年優惠時，
沒送免登記的MO幣70！
當時送的是該牌的派卡瑞丁防蚊乳液70g，
和護唇膏（中國製）。

因我自己去年買的3金瓶還沒用完，
加上還有資生堂的安耐曬，
這次先PASS了。

就波上來給在找防曬乳的版友參考囉！

—

剛才因分享好眠褲平均1件17.25元的優惠文，
被說葉，
接著馬上又再波一篇實在有風險 XD

但我懶得鳥你（對就是那個說葉的人）！

反正懷疑的，
可以在本版按A、查作者文章，
查當事人歷年在本版的波文。

但我有想了一下 大概是我有時會說
想買那些帶去北歐
的形容太浮誇了吧 ？XD

(欸那是因為我在那長住過，
好眠褲在那兒，真的連見都沒見過啊！）

懷疑以上經歷是不是作者幻想編出來的
自己去歐遊版查證囉 ！

但我想對於只會在推文打個葉字的人，
對他們來說要拼出歐遊版英文還要找文章，
應該有點難度吧 ？XD

"
2609,[情報] lg 55c3 39999,Lifeismoney,"如題，蝦皮開始特賣了

https://i.imgur.com/veKOMdy.jpeg

可以再搭配券，讓價格更低。

"
2610,[情報] PCHOME 指定會員禮 送P幣,Lifeismoney,"https://i.imgur.com/mzMNUkF.jpeg

一個帳號收到2個100P，另一個帳號分別拿到

75P跟50P，最近PCHOME送好大，跟家人

三個帳號已經拿了快1000P有了吧！剛好7/7購

物節大家趕緊開APP看看

"
2611,[情報] 美廉社 滿50送優惠券,Lifeismoney,"  07/08(一)~07/10(三)
購買冷藏及常溫飲品滿50元，就送咖啡優惠券喔～
*活動飲品排除酒精類飲品
*活動僅限販售現煮咖啡之門市參與。

https://i.imgur.com/YKmKqyN.jpeg

"
2612,[新聞] 炸雞33元！拿坡里12塊炸雞399　必勝客披,Lifeismoney,"Nownews
記者蕭涵云/綜合報導

炸雞33元！拿坡里12塊炸雞399　必勝客披薩買一送一、達美樂半價

https://imgur.com/1cizDeb.jpg
▲7月暑假必吃3大披薩速食優惠！拿坡里12塊炸雞399元，換算一塊炸雞33元；必勝客週
末限定披薩「買一送一」再加贈BBQ烤雞或可樂；達美樂外帶披薩都半價，好康一次整理
告訴你。（圖／記者蕭涵云攝）

7月暑假必吃3大披薩速食優惠！拿坡里12塊炸雞399元，換算一塊炸雞33元划算開吃；必
勝客週末限定優惠餐，披薩「買一送一」再加贈BBQ烤雞或可樂；達美樂外帶披薩都半價
，吃超飽好康優惠一次整理告訴你。

炸雞33元！拿坡里12塊炸雞399元

拿坡里炸雞專賣店超嗨炸雞優惠吃整個暑假！即日起至8月31日，2桶「六塊炸雞」限時下
殺58折，只要399元（原價696元）就爽吃；1桶「六塊炸雞」也有61折、211元（原價348
元）優惠。「六塊炸雞」內含3隻雞腿和3塊腿排，有義式、脆皮、辣味和原味可以挑選，
相當於4款口味炸雞通通祭出「12塊399元」優惠，換算下來一塊炸雞只要33元就能划算開
吃。

現在使用三商i美食卡會員還有獨家優惠「再省10元」！會員在APP上可使用3點領取優惠
券，只花201元就能帶回1桶「六塊炸雞」；使用5點則可以388元帶回2桶「六塊炸雞」。
提醒大家，即日起至7月23日開放領券，兌換至7月31日。

https://imgur.com/yCujiAV.jpg
▲拿坡里炸雞專賣店4款炸雞桶都優惠，12塊炸雞399腹B相當於一塊炸雞只要33元。（圖／記者蕭涵云攝）

必勝客週末推出特選優惠餐，外帶大披薩（565元含以上）買一送一、或外送披薩「買大
送小」，都再加贈副食4選1，包括BBQ烤雞4翅4腿、黃金和風鱈魚塊(10塊)、厚燒醬烤
BBQ(2腿2排)或冰藏起司塔原味2顆＋1.25L可樂，套餐價719元起。

吃不了大套餐的民眾，也可選擇必勝客週末限定6款13吋大披薩特價283元優惠，好康口味
包括夏威夷、雙層美式臘腸、羅勒青蔬、日式照燒雞、黃金咖哩海鮮及四小福；火辣墨西
哥肉肉和海底總動員則特價310元就開吃。

https://imgur.com/mtnmS0V.jpg
▲必勝客「披薩買一送一」再贈送烤雞或可樂C（圖／記者蕭涵云攝）

達美樂「外帶披薩半價」！
達美樂暑假也有優惠，外帶無論小披薩、大披薩或巨無霸披薩，口味任選、只要1個就享
有「半價優惠」F提醒大家，換購加價系列餅皮或額外加配料、起士需另付費。

https://imgur.com/TZZHdTd.jpg
▲達美樂天天半價，小披薩、大披薩或巨無霸披薩都半價爽吃。（圖／達美樂提供）

備註：
樓下推小雞雞

"
